,prix_actuel,prix_min,prix_max,prix_moyen,variation_totale_pct,volatilite_quotidienne_pct,tendance,nb_jours_donnees
74SW,39.3,38.8,39.3,39.1,1.288659793814433,0.5485916801231858,0.24999999999999667,3.0
AAA,3.96,3.96,4.05,3.9899999999999998,-2.2222222222222188,1.5713484026367668,-0.045,3.0
AALB,30.22,30.22,30.22,30.22,0.0,0.0,0.0,1.0
AB,1.196,1.196,1.218,1.2066666666666668,-1.8062397372742216,0.11033289644277201,-0.0110000000000001,3.0
ABCA,5.955,5.93,5.98,5.955000000000001,0.4215851602023669,0.8918246540906071,0.012500000000000013,3.0
ABEO,9.2,9.12,9.38,9.233333333333333,0.8771929824561412,3.3727959239909544,0.03999999999999946,3.0
ABI,53.46,53.46,53.46,53.46,0.0,0.0,0.0,1.0
ABLD,4.6,4.48,4.6,4.526666666666666,2.6785714285714106,1.2556757324642098,0.05999999999999996,3.0
ABN,24.6,24.6,24.6,24.6,0.0,0.0,0.0,1.0
ABNX,3.436,2.315,3.436,2.897,48.42332613390929,7.160935337427292,0.5604999999999999,3.0
ABO,6.2,6.2,6.3,6.233333333333333,-1.5873015873015817,1.1223917161691193,-0.05000000000000089,3.0
ABVX,68.8,68.8,69.0,68.86666666666667,0.0,0.4105127841570075,3.0164079164747818e-15,3.0
AC,42.38,42.36,42.93,42.556666666666665,-1.2811553692056772,0.9722415531307408,-0.27499999999999897,3.0
ACA,15.625,15.51,15.625,15.565,0.4177377892030816,0.7515087633425747,0.03249999999999798,3.0
ACAN,0.312,0.31,0.314,0.312,0.6451612903225813,1.3627823315245173,0.0010000000000000028,3.0
ACCB,0.0275,0.0275,0.0275,0.0275,0.0,0.0,0.0,1.0
ACKB,222.4,222.4,222.4,222.4,0.0,0.0,0.0,1.0
ACOMO,21.9,21.9,21.9,21.9,0.0,0.0,0.0,1.0
AD,34.33,34.33,34.33,34.33,0.0,0.0,0.0,1.0
ADOC,8.36,7.62,8.91,8.296666666666667,9.711286089238836,16.335562024786913,0.3699999999999985,3.0
ADP,112.3,111.6,113.3,112.39999999999999,-0.88261253309797,1.5044979812422419,-0.49999999999999456,3.0
ADYEN,1433.0,1433.0,1433.0,1433.0,0.0,0.0,0.0,1.0
AED,65.7,65.7,65.7,65.7,0.0,0.0,0.0,1.0
AELIS,1.23,1.225,1.23,1.2275,0.40816326530611374,,0.0,2.0
AF,13.46,13.45,13.685,13.531666666666666,-1.6441359152356567,1.2668228566217212,-0.11249999999999795,3.0
AFME,1.62,1.5675,1.62,1.5941666666666665,1.5673981191222657,3.5874498468052103,0.012499999999999928,3.0
AGFB,1.077,1.077,1.077,1.077,0.0,0.0,0.0,1.0
AGN,6.722,6.722,6.722,6.722,0.0,0.0,0.0,1.0
AGS,60.2,60.2,60.2,60.2,0.0,0.0,0.0,1.0
AI,176.64,176.52,178.06,177.07333333333335,-0.7974839941592812,0.659630198648722,-0.71,3.0
AIR,179.24,178.26,179.26,178.92,0.5497587793111288,0.40456076801153845,0.4900000000000266,3.0
AJAX,9.6,9.6,9.6,9.6,0.0,0.0,0.0,1.0
AKE,60.5,60.26,61.4,60.72,-1.4657980456026036,1.594491616963531,-0.4500000000000085,3.0
AKW,8.01,8.01,8.1,8.043333333333331,-1.1111111111111094,0.6102091400098189,-0.04499999999999897,3.0
AKZA,59.06,59.06,59.06,59.06,0.0,0.0,0.0,1.0
ALDV,0.088,0.088,0.088,0.088,0.0,0.0,0.0,1.0
ALFEN,10.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0
ALLFG,6.016,6.016,6.016,6.016,0.0,0.0,0.0,1.0
ALO,20.58,20.36,20.58,20.47,0.5373717635564214,1.1440435199004368,0.05500000000000092,3.0
ALTA,101.8,101.8,102.8,102.33333333333333,-0.9727626459143969,0.139181554237094,-0.4999999999999976,3.0
ALX,1.42,1.42,1.42,1.42,0.0,0.0,0.0,1.0
AM,270.6,270.6,273.6,272.2,-0.6607929515418336,1.08683716754368,-0.8999999999999807,3.0
AMG,26.3,26.3,26.3,26.3,0.0,0.0,0.0,1.0
AMPLI,6.26,6.2,6.26,6.236666666666667,0.9677419354838646,0.4571103191928483,0.030000000000000162,3.0
AMUN,63.12,63.05,63.75,63.306666666666665,-0.9882352941176511,0.8549360899059446,-0.31500000000000505,3.0
AMUND,1.1,1.1,1.1,1.1,0.0,0.0,0.0,1.0
ANTIN,11.48,11.48,11.56,11.513333333333335,-0.17391304347825717,0.858272530557104,-0.009999999999999244,3.0
APAM,25.89,25.88,26.0,25.923333333333332,-0.4230769230769209,0.3536794945252479,-0.0550000000000019,3.0
ARAMI,5.55,5.55,5.63,5.6000000000000005,-1.420959147424513,0.7551417525676996,-0.04000000000000007,3.0
ARCAD,39.6,39.6,39.6,39.6,0.0,0.0,0.0,1.0
AREIT,556.0,555.0,556.0,555.3333333333334,0.18018018018018017,0.12740662724081808,0.5000000000000244,3.0
ARG,64.85,64.8,65.0,64.88333333333334,-0.2307692307692395,0.2721320257130535,-0.07500000000000732,3.0
ARGX,603.6,603.6,603.6,603.6,0.0,0.0,0.0,1.0
ARTE,11.2,11.2,11.2,11.199999999999998,0.0,0.0,-8.415519826060766e-17,3.0
ARTO,9150.0,9150.0,9150.0,9150.0,0.0,0.0,0.0,1.0
ARVBS,0.05,0.05,0.05,0.05,0.0,0.0,0.0,1.0
ARVEN,5.26,5.1,5.26,5.18,3.137254901960787,,0.0,2.0
ASCE,49.96,49.96,49.96,49.96,0.0,0.0,0.0,1.0
ASM,414.0,414.0,414.0,414.0,0.0,0.0,0.0,1.0
ASML,637.1,637.1,637.1,637.1,0.0,0.0,0.0,1.0
ASRNL,59.34,59.34,59.34,59.34,0.0,0.0,0.0,1.0
ASY,44.7,44.7,46.1,45.419999999999995,-3.03687635574837,0.20047400022225734,-0.7000000000000037,3.0
ATE,65.9,65.9,66.8,66.46666666666667,-1.3473053892215443,0.7422497768203137,-0.4499999999999982,3.0
ATEB,3.27,3.27,3.27,3.27,0.0,0.0,0.0,1.0
ATEME,6.3,5.98,6.36,6.213333333333334,5.351170568561862,5.160402552169136,0.1599999999999995,3.0
ATLD,44.2,44.2,44.3,44.23333333333333,-0.2257336343114996,0.15961778356354453,-0.04999999999999949,3.0
ATO,43.87,43.87,45.165,44.544999999999995,-2.8672644747038674,0.27280365588518773,-0.6475000000000016,3.0
AUB,45.6,45.6,46.325,45.975,-0.8695652173913012,1.6062294134105963,-0.20000000000000284,3.0
AUGR,5.54,5.54,5.55,5.546666666666667,-0.18018018018017634,0.12740662724081808,-0.004999999999999091,3.0
AURE,5.82,5.82,5.92,5.853333333333334,-1.689189189189183,1.1944371303826813,-0.05000000000000003,3.0
AVT,0.0376,0.036,0.0376,0.0366,4.444444444444456,2.341830008902027,0.0008000000000000011,3.0
AVTX,13.88,13.88,13.88,13.88,0.0,0.0,0.0,1.0
AXS,0.732,0.732,0.732,0.732,0.0,0.0,0.0,1.0
AYV,9.465,9.4,9.83,9.565,-3.7131230925737557,3.5820993997913004,-0.18250000000000016,3.0
AZE,12.81,12.81,12.81,12.81,0.0,0.0,0.0,1.0
AZRN,1.376,1.376,1.376,1.376,0.0,0.0,0.0,1.0
BAIN,106.0,105.5,106.0,105.83333333333333,0.47393364928909953,0.33512169724480484,0.2499999999999981,3.0
BALYO,0.388,0.388,0.39,0.38866666666666666,0.0,0.7271068936864024,-1.5259071526699727e-18,3.0
BAMNB,7.618,7.618,7.618,7.618,0.0,0.0,0.0,1.0
BANI,3.14,3.14,3.14,3.14,0.0,0.0,0.0,1.0
BANQ,4.06,4.06,4.06,4.06,0.0,0.0,0.0,1.0
BAR,14.07,14.07,14.07,14.07,0.0,0.0,0.0,1.0
BASS,57.4,56.8,57.8,57.333333333333336,-0.6920415224913471,1.9703119164842857,-0.2000000000000017,3.0
BB,53.75,53.5,53.8,53.68333333333334,-0.09293680297397242,0.7247211911546118,-0.025000000000000303,3.0
BEKB,38.46,38.46,38.46,38.46,0.0,0.0,0.0,1.0
BELYS,1.03,1.03,1.03,1.03,0.0,0.0,0.0,1.0
BEN,8.37,8.37,8.535,8.435,-1.9332161687170581,0.865908442188641,-0.0825,3.0
BESI,115.8,115.8,115.8,115.8,0.0,0.0,0.0,1.0
BEVER,2.8,2.8,2.8,2.8,0.0,0.0,0.0,1.0
BIG,1.518,1.458,1.518,1.4786666666666666,3.9726027397260313,3.006768391955656,0.029000000000000102,3.0
BIM,118.7,118.6,119.0,118.76666666666667,-0.25210084033613206,0.2973040967846988,-0.1499999999999783,3.0
BIOS,0.0026,0.0026,0.0028,0.0026999999999999997,-7.142857142857147,0.09353264301409848,-0.00010000000000000028,3.0
BLC,26.1,26.1,26.56,26.353333333333335,-1.1363636363636256,1.6532073932177211,-0.14999999999999988,3.0
BLEE,109.0,109.0,109.0,109.0,0.0,0.0,0.0,1.0
BN,71.4,71.4,71.72,71.56,-0.44617958728387225,,0.0,2.0
BNB,473.0,473.0,473.0,473.0,0.0,0.0,0.0,1.0
BNJ,8.84,8.84,8.84,8.84,0.0,0.0,0.0,1.0
BNP,76.82,76.21,76.82,76.52,0.37893636482424153,0.861649614492862,0.1449999999999938,3.0
BOI,21.0,21.0,21.15,21.069999999999997,-0.7092198581560216,0.0994415792176064,-0.07499999999999807,3.0
BOL,5.01,4.998,5.025,5.011,-0.29850746268657846,0.5497115088803564,-0.007500000000000413,3.0
BON,7.93,7.93,8.09,8.003333333333332,-1.9777503090234876,0.3430565812025461,-0.08000000000000089,3.0
BPOST,2.136,2.136,2.136,2.136,0.0,0.0,0.0,1.0
BREB,112.4,112.4,112.4,112.4,0.0,0.0,0.0,1.0
BRNL,8.68,8.68,8.68,8.68,0.0,0.0,0.0,1.0
BSD,4.26,4.26,4.28,4.2700000000000005,-0.234192037470721,0.4960225073218883,-0.004999999999999405,3.0
BSGR,5.91,5.91,5.91,5.91,0.0,0.0,0.0,1.0
BTLS,4.59,4.59,4.59,4.59,0.0,0.0,0.0,1.0
BUI,3.82,3.82,3.82,3.82,0.0,0.0,0.0,1.0
BUR,390.0,380.0,390.0,384.3333333333333,2.631578947368421,0.734120067591645,4.999999999999994,3.0
BVI,25.8,25.72,26.06,25.86,-0.9976976208748964,1.1424890397589806,-0.12999999999999565,3.0
CA,12.395,12.326,12.395,12.360333333333335,0.28317152103559984,0.5903445118206702,0.017499999999999134,3.0
CABKA,1.864,1.864,1.864,1.864,0.0,0.0,0.0,1.0
CAF,103.92,97.0,103.92,101.14,7.134020618556702,3.0297667573877916,3.4599999999999955,3.0
CAMB,255.0,255.0,255.0,255.0,0.0,0.0,0.0,1.0
CAP,121.85,121.85,124.05,122.94999999999999,-1.7734784361144722,,0.0,2.0
CARM,17.18,17.18,17.26,17.226666666666667,-0.3480278422273708,0.40977453249406637,-0.030000000000002438,3.0
CAT31,117.8,117.8,118.98,118.19333333333333,-0.9917633215666556,0.7012825700118743,-0.5900000000000103,3.0
CBDG,98.0,98.0,98.5,98.16666666666667,-0.5076142131979695,0.35893745237895924,-0.2500000000000064,3.0
CBE,700.0,700.0,700.0,700.0,0.0,0.0,-4.368740849395333e-14,3.0
CBOT,3.64,3.62,3.64,3.6300000000000003,0.5524861878453043,0.0005381084434255909,0.010000000000000196,3.0
CBR,96.0,96.0,96.0,96.0,0.0,0.0,0.0,1.0
CBSM,8.96,8.96,9.0,8.973333333333334,-0.444444444444435,0.3142696805273486,-0.019999999999999577,3.0
CCEP,75.7,75.7,75.7,75.7,0.0,0.0,0.0,1.0
CCN,132.0,128.2,132.0,130.73333333333332,2.964118564742599,2.095948337370422,1.9000000000000055,3.0
CDA,22.16,22.16,22.26,22.223333333333333,-0.40449438202247123,0.3494381129313948,-0.04499999999999967,3.0
CDI,482.8,482.0,492.0,485.59999999999997,0.1659751037344422,2.7892587094471817,0.4000000000000532,3.0
CEN,62.2,62.2,62.4,62.26666666666667,-0.3205128205128137,0.2266367888418335,-0.1000000000000097,3.0
CENER,10.6,10.6,10.6,10.6,0.0,0.0,0.0,1.0
CFEB,8.6,8.6,8.6,8.6,0.0,0.0,0.0,1.0
CFI,1.93,1.76,1.93,1.8166666666666667,9.659090909090905,6.830008681915506,0.08499999999999994,3.0
CGM,10.66,10.65,10.8,10.703333333333333,0.09389671361502147,1.9125449454628378,0.00499999999999944,3.0
CHSR,7.0,7.0,7.0,7.0,0.0,0.0,0.0,1.0
CIV,116.0,112.0,118.84,115.61333333333334,3.571428571428571,6.008223112957167,1.9999999999999822,3.0
CLA,1.708,1.706,1.782,1.732,-4.152637485970823,3.0986156139245766,-0.036999999999999984,3.0
CLARI,4.303,4.286,4.406,4.331666666666667,-2.337721289151152,2.2063138768280166,-0.05149999999999972,3.0
CMBT,7.34,7.34,7.34,7.34,0.0,0.0,0.0,1.0
CMCOM,4.514,4.514,4.514,4.514,0.0,0.0,0.0,1.0
CMO,111.0,107.0,111.98,109.99333333333334,3.7383177570093453,3.9098492847890505,2.0000000000000018,3.0
CNDF,23.91,23.175,23.91,23.631666666666664,3.1715210355987034,1.6405089277406737,0.36749999999999855,3.0
CO,0.58,0.58,0.614,0.5931666666666667,-5.537459283387627,2.6179396436959395,-0.017000000000000064,3.0
COFA,16.11,16.04,16.11,16.086666666666666,0.0,0.6158346417709297,-5.671220768562712e-17,3.0
COFB,77.04,77.04,77.04,77.04,0.0,0.0,0.0,1.0
COH,8.8,8.5,8.8,8.666666666666666,3.5294117647058907,0.8510142464584419,0.15000000000000002,3.0
COLR,37.7,37.7,37.7,37.7,0.0,0.0,0.0,1.0
COMB,264.0,264.0,264.0,264.0,0.0,0.0,0.0,1.0
COTY,3.71,3.561,3.71,3.6472,4.184217916315642,1.4173199835170236,0.07450000000000001,3.0
COUR,121.0,121.0,121.0,121.0,0.0,,0.0,2.0
COV,55.95,55.95,56.3,56.116666666666674,-0.6216696269982137,0.06212647795874808,-0.17500000000000304,3.0
COVH,23.0,23.0,23.1,23.03333333333333,0.0,0.6135445626331645,-1.871677468305979e-16,3.0
CPINV,12.56,12.56,12.56,12.56,0.0,0.0,0.0,1.0
CRAP,146.5,139.0,146.5,142.75,5.39568345323741,,0.0,2.0
CRAV,150.24,140.38,150.24,146.94,7.023792563043179,4.927591915762197,4.929999999999996,3.0
CRBN,17.245,17.245,17.245,17.245,0.0,0.0,0.0,1.0
CRBP2,27.286,26.1,27.286,26.78333333333333,4.544061302681992,1.4963510779733644,0.5930000000000013,3.0
CRI,10.76,10.7,10.76,10.74,0.5607476635514066,0.39650847543171364,0.030000000000000783,3.0
CRLA,94.38,85.0,94.38,89.75333333333333,11.035294117647053,0.5193705694156172,4.689999999999991,3.0
CRLO,101.5,101.0,101.5,101.16666666666667,0.49504950495049505,0.3500528619735387,0.2500000000000056,3.0
CROS,10.7,10.7,10.7,10.7,0.0,0.0,0.0,1.0
CRSU,224.0,220.0,228.2,224.0666666666667,1.8181818181818181,3.937003344442435,1.999999999999994,3.0
CRTO,124.68,123.0,124.68,124.08666666666666,1.365853658536591,0.8515567742786676,0.8399999999999954,3.0
CS,39.93,39.63,39.93,39.826666666666675,0.025050100200395817,1.0489612151146064,0.004999999999995048,3.0
CTAC,3.28,3.28,3.28,3.28,0.0,0.0,0.0,1.0
CTPNV,18.44,18.44,18.44,18.44,0.0,0.0,0.0,1.0
CV,0.33,0.33,0.33,0.33,0.0,,0.0,2.0
CVC,17.32,17.32,17.32,17.32,0.0,0.0,0.0,1.0
CYAD,0.318,0.301,0.33,0.31633333333333336,-3.63636363636364,10.207595022081865,-0.006000000000000012,3.0
DBG,6.002,5.92,6.002,5.969333333333332,1.3851351351351326,0.5993256911680919,0.040999999999999676,3.0
DBV,1.577,1.577,1.59,1.5830000000000002,-0.31605562579014634,0.9357137418034481,-0.002500000000000149,3.0
DEC,14.765,14.765,14.93,14.825000000000001,-1.1051574012056207,0.6386588791191803,-0.08250000000000171,3.0
DECB,2.12,2.12,2.12,2.12,0.0,0.0,0.0,1.0
DEEZR,1.18,1.18,1.185,1.1816666666666666,-0.421940928270052,0.29835729163989766,-0.0024999999999999567,3.0
DEME,130.6,130.6,130.6,130.6,0.0,0.0,0.0,1.0
DG,116.5,115.66,116.5,115.95333333333333,0.6914433880725991,0.5379942840722862,0.4000000000000049,3.0
DGB,0.606,0.606,0.606,0.606,0.0,0.0,0.0,1.0
DIE,184.3,184.3,184.3,184.3,0.0,0.0,0.0,1.0
DIEG,115.0,115.0,115.0,115.0,0.0,0.0,0.0,1.0
DIM,175.78,174.5,175.78,175.20166666666668,0.7335243553008602,0.1507985338084904,0.6400000000000053,3.0
DKUPL,26.7,26.7,28.5,27.8,-5.319148936170213,5.218178821970158,-0.7500000000000014,3.0
DPAM,926.0,906.0,935.0,922.3333333333334,-0.9625668449197862,3.754107539408544,-4.499999999999997,3.0
DPT,0.1,0.0996,0.1,0.09986666666666666,0.40160642570282273,0.2839786269825527,0.00019999999999999757,3.0
DSCW2,0.0025,0.0025,0.0025,0.0025,0.0,0.0,0.0,1.0
DSCW3,0.0015,0.0015,0.0015,0.0015,0.0,0.0,0.0,1.0
DSFIR,83.8,83.8,83.8,83.8,0.0,0.0,0.0,1.0
DSY,26.82,26.82,27.01,26.89,-0.0745156482861385,0.9452788568832163,-0.00999999999999724,3.0
EAPI,3.018,3.002,3.08,3.033333333333333,-2.012987012987022,2.1675973337298022,-0.031000000000000097,3.0
EAS2P,0.426,0.426,0.426,0.426,0.0,0.0,0.0,1.0
EBUS,0.3198,0.3198,0.3198,0.3198,0.0,0.0,0.0,1.0
EC,180.0,180.0,184.0,182.33333333333334,-2.1739130434782608,0.7748942808797692,-2.000000000000002,3.0
ECMPA,27.16,27.16,27.16,27.16,0.0,0.0,0.0,1.0
ECONB,1.781,1.781,1.781,1.781,0.0,0.0,0.0,1.0
ECT,9.66,9.66,9.66,9.66,0.0,0.0,0.0,1.0
EDEN,24.77,24.59,24.9,24.75333333333333,-0.5220883534136507,1.3979393581785502,-0.0649999999999994,3.0
EDI,10.7,10.7,10.7,10.7,0.0,0.0,0.0,1.0
EEM,3.02,3.02,3.4,3.1933333333333334,-11.176470588235292,1.8585904226273333,-0.1900000000000003,3.0
EFG,1.89,1.89,1.9,1.8933333333333333,-0.5263157894736847,0.37216146378239456,-0.0050000000000000235,3.0
EFI,0.192,0.192,0.192,0.192,0.0,,0.0,2.0
EGR,0.33,0.33,0.33,0.33,0.0,0.0,0.0,1.0
EIFF,5.16,4.89,5.16,4.9799999999999995,5.521472392638047,3.9042705709686762,0.13499999999999998,3.0
EKI,3.298,3.21,3.31,3.2726666666666664,2.741433021806856,2.459177775117913,0.044000000000000074,3.0
EKOP,7.64,7.64,7.64,7.64,0.0,0.0,0.0,1.0
EL,259.5,259.5,266.5,262.2,-2.6266416510318953,1.2669803807359274,-3.499999999999959,3.0
ELEC,154.0,154.0,154.6,154.36666666666667,-0.3236245954692557,0.32019438179803805,-0.2499999999999947,3.0
ELI,98.0,98.0,98.0,98.0,0.0,0.0,0.0,1.0
ELIOR,2.512,2.506,2.532,2.516666666666667,-0.7898894154818332,0.8953963198399256,-0.009999999999999856,3.0
ELIS,23.46,23.46,23.48,23.46666666666667,-0.08517887563883975,0.06023056057806661,-0.010000000000004394,3.0
EMEIS,12.21,12.21,12.77,12.416666666666666,-4.385277995301478,2.4228513413188524,-0.2800000000000002,3.0
EN,36.735,36.56,36.735,36.65833333333334,0.1499454743729545,0.5698000581987922,0.027499999999995462,3.0
ENGI,17.895,17.586,17.895,17.78033333333333,0.1959686450167981,2.327253901316322,0.01749999999999988,3.0
ENRGY,11.688,11.688,11.688,11.688,0.0,0.0,0.0,1.0
ENVI,7.42,7.42,7.42,7.42,0.0,0.0,0.0,1.0
ENX,141.4,141.2,142.6,141.73333333333332,-0.8415147265077059,0.7943709990523989,-0.6000000000000127,3.0
EOS,1.16,1.145,1.16,1.1516666666666666,1.3100436681222623,0.30609520810809704,0.007500000000000027,3.0
EQS,46.08,45.625,46.35,46.01833333333334,-0.5825242718446669,1.8112157080734566,-0.13500000000000617,3.0
ERA,51.14,50.5,51.36,51.0,1.2673267326732685,1.5070702639215257,0.31999999999999834,3.0
ERF,64.86,64.18,65.16,64.73333333333333,-0.46040515653774894,1.8126755010333655,-0.14999999999999858,3.0
ES,97.26,97.26,99.5,98.25333333333333,-0.7551020408163213,2.67418488050624,-0.37000000000000066,3.0
ETL,3.08,3.08,3.12,3.1053333333333337,-1.2820512820512833,0.7262850830099827,-0.019999999999999622,3.0
EVS,34.68,34.68,34.68,34.68,0.0,0.0,0.0,1.0
EXA,115.8,108.4,118.4,114.2,6.826568265682649,8.075893557196276,3.6999999999999953,3.0
EXE,39.3,39.3,40.1,39.733333333333334,-1.256281407035176,1.9436819064558477,-0.25000000000000444,3.0
EXENS,39.2,39.2,39.9,39.483333333333334,-0.3811944091486622,2.228870435359183,-0.07500000000000341,3.0
EXM,9.81,9.81,9.81,9.81,0.0,0.0,0.0,1.0
EXO,85.6,85.6,85.6,85.6,0.0,0.0,0.0,1.0
EXPL,194.0,192.6,194.0,193.20000000000002,0.5181347150259068,0.6605430963774028,0.4999999999999994,3.0
FAGR,20.8,20.8,20.8,20.8,0.0,0.0,0.0,1.0
FAST,21.0,21.0,21.0,21.0,0.0,0.0,0.0,1.0
FCMC,1510.0,1500.0,1510.0,1506.6666666666667,0.6666666666666667,0.4714045207910269,4.999999999999914,3.0
FDE,29.16,28.8,29.26,29.073333333333334,1.249999999999998,1.3710699525655738,0.18000000000000047,3.0
FDJU,27.46,27.46,27.8,27.626666666666665,-1.2230215827338125,0.04821877466402472,-0.16999999999999946,3.0
FER,46.82,46.82,46.82,46.82,0.0,0.0,0.0,1.0
FERGR,8.76,8.76,8.76,8.76,0.0,0.0,0.0,1.0
FGA,9.92,9.92,10.05,9.985,-1.2935323383084654,,0.0,2.0
FGR,107.8,105.55,109.75,107.7,-1.7767653758542168,4.213345545004512,-0.9750000000000076,3.0
FII,45.58,43.3,45.58,44.673333333333325,5.265588914549657,2.3155465927360668,1.1399999999999988,3.0
FINM,0.19,0.19,0.19,0.19,0.0,0.0,0.0,1.0
FIPP,0.113,0.113,0.125,0.11699999999999999,-9.599999999999998,6.788225099390854,-0.00600000000000002,3.0
FLOB,656.0,656.0,656.0,656.0,0.0,0.0,0.0,1.0
FLOW,25.36,25.36,25.36,25.36,0.0,0.0,0.0,1.0
FLUX,20.4,20.4,20.4,20.4,0.0,0.0,0.0,1.0
FLY,74.6,73.6,74.6,74.06666666666666,1.358695652173913,0.18903265889533072,0.5000000000000046,3.0
FMONC,114.0,114.0,116.0,114.66666666666667,0.0,2.459687835343411,6.571429103502166e-15,3.0
FNAC,29.6,29.1,29.7,29.46666666666667,1.7182130584192439,1.6960352174664177,0.24999999999999659,3.0
FOAF,13.5,13.5,13.5,13.5,0.0,0.0,-1.4482998604231573e-16,3.0
FORE,766.0,765.0,766.0,765.5,0.130718954248366,,0.0,2.0
FORSE,0.395,0.394,0.399,0.3960000000000001,-1.0025062656641612,1.0655674494809002,-0.001999999999999988,3.0
FOU,1.55,1.55,1.55,1.55,0.0,0.0,0.0,1.0
FPG,0.0952,0.0952,0.11,0.10506666666666668,-13.45454545454545,9.513800328691728,-0.00740000000000001,3.0
FR,10.3625,10.256,10.425,10.347833333333334,-0.5995203836930456,1.880564382160723,-0.031250000000000375,3.0
FREY,29.6,29.4,29.6,29.53333333333333,0.680272108843547,0.48102502121533897,0.10000000000000135,3.0
FRVIA,11.396,11.08,11.396,11.258666666666668,2.8519855595667933,0.8032747492230677,0.15800000000000008,3.0
FSDV,15.0,15.0,16.0,15.5,-6.25,0.07128092552283544,-0.4999999999999998,3.0
FUR,11.76,11.76,11.76,11.76,0.0,0.0,0.0,1.0
GAM,79.0,79.0,81.0,79.66666666666667,-2.4691358024691357,1.7459426695964133,-0.9999999999999992,3.0
GBLB,75.35,75.35,75.35,75.35,0.0,0.0,0.0,1.0
GBT,20.56,20.56,21.1,20.786666666666665,-2.55924170616115,0.8622503186115307,-0.27000000000000335,3.0
GDS,10.0,10.0,10.0,10.0,0.0,,0.0,2.0
GEA,86.0,86.0,86.5,86.16666666666667,-0.5780346820809248,0.40873224346043585,-0.2499999999999986,3.0
GET,16.18,16.17,16.29,16.213333333333335,-0.6752608962553679,0.564618520632955,-0.05499999999999908,3.0
GFC,83.98,83.76,83.98,83.90666666666668,0.0,0.37096401444518806,1.7302338658191708e-16,3.0
GIMB,44.06,44.06,44.06,44.06,0.0,0.0,0.0,1.0
GJAJ,1.17,1.17,1.17,1.17,0.0,,0.0,2.0
GLE,52.72,51.96,52.72,52.22666666666667,1.3846153846153824,1.0886521705494756,0.3600000000000028,3.0
GLO,30.66,30.66,31.05,30.83666666666667,-1.256038647342997,0.24791695812352676,-0.1950000000000002,3.0
GLPG,26.98,26.98,26.98,26.98,0.0,0.0,0.0,1.0
GNFT,3.444,3.444,3.528,3.481333333333333,-2.3809523809523827,0.5521443119864278,-0.042000000000000676,3.0
GNRO,0.0298,0.0298,0.0314,0.030733333333333335,-5.095541401273877,1.8364145704125736,-0.0007999999999999967,3.0
GPE,61.0,60.0,61.0,60.4,1.6666666666666667,0.7039745252344327,0.49999999999999106,3.0
GREEN,7.24,7.24,7.24,7.24,0.0,0.0,0.0,1.0
GRVO,20.4,20.4,21.0,20.633333333333333,-2.857142857142864,1.3386574370895088,-0.3000000000000002,3.0
GTT,159.25,156.8,159.25,158.38333333333333,1.5624999999999927,0.9705439435556074,1.2249999999999914,3.0
