name,isin,symbol,market,currency,close,close_date,last_price,volume,turnover,ibkr_symbol,ibkr_exchange,ibkr_price,ibkr_price_source,ibkr_bid,ibkr_ask,ibkr_volume,ibkr_last,ibkr_close,ibkr_timestamp,ibkr_status,ibkr_search_method,market_status
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,404.0,2025-08-22,404,132.0,53081.0,BUR1,SMART,380.0,CLOSE_TICKER,,,,,380.0,2025-08-28T21:16:45.062507,OK,ISIN:FR0000061137->BUR1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,118.82,2025-08-22,118.82,936.0,109434.56,CAT31,SMART,118.98,CLOSE_TICKER,,,,,118.98,2025-08-28T21:16:46.177969,OK,ISIN:FR0000045544->CAT31@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CAMBODGE NOM.,FR001400SUB7,CBDG,Euronext Paris,EUR,98.0,2025-08-22,98,75.0,7350.0,CBDG,SMART,98.5,CLOSE_TICKER,,,,,98.5,2025-08-28T21:16:47.289218,OK,ISIN:FR001400SUB7->CBDG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CAPGEMINI,FR0000125338,CAP,Euronext Paris,EUR,126.6,2025-08-22,126.6,327189.0,41325470.175,CAP,SMART,124.05,CLOSE_TICKER,,,,,124.05,2025-08-28T21:16:48.398988,OK,ISIN:FR0000125338->CAP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CARMILA,FR0010828137,CARM,Euronext Paris,EUR,17.96,2025-08-22,17.96,86961.0,1558376.82,CARM,SMART,17.24,CLOSE_TICKER,,,,,17.24,2025-08-28T21:16:49.512337,OK,ISIN:FR0010828137->CARM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CARREFOUR,FR0000120172,CA,Euronext Paris,EUR,13.065,2025-08-22,13.065,1137145.0,14872924.8075,CA,SMART,12.36,CLOSE_TICKER,,,,,12.36,2025-08-28T21:16:50.627988,OK,ISIN:FR0000120172->CA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CASINO BSA1,FR001400OJ72,COBS1,Euronext Paris,EUR,0.0155,2025-08-22,-,,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CASINO BSA3,FR001400OJ98,COBS3,Euronext Paris,EUR,0.0005,2025-08-22,0.0005,5424.0,2.71,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CASINO GUICHARD,FR001400OKR3,CO,Euronext Paris,EUR,0.5925,2025-08-22,0.5925,514339.0,303499.188,CO,SMART,0.614,CLOSE_TICKER,,,,,0.614,2025-08-28T21:16:53.570077,OK,ISIN:FR001400OKR3->CO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CBO TERRITORIA,FR0010193979,CBOT,Euronext Paris,EUR,3.7,2025-08-22,3.7,3683.0,13661.21,CBOT,SMART,3.62,CLOSE_TICKER,,,,,3.62,2025-08-28T21:16:54.687592,OK,ISIN:FR0010193979->CBOT@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CEGEDIM,FR0000053506,CGM,Euronext Paris,EUR,10.8,2025-08-22,10.8,10632.0,115131.45,CGM,SMART,10.65,CLOSE_TICKER,,,,,10.65,2025-08-28T21:16:55.802767,OK,ISIN:FR0000053506->CGM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CELYAD ONCOLOGY,BE0974260896,CYAD,"Euronext Brussels, Paris",EUR,0.399,2025-08-22,0.399,27846.0,10932.914,CYAD,SMART,0.33,CLOSE_TICKER,,,,,0.33,2025-08-28T21:16:56.982153,OK,ISIN:BE0974260896->CYAD@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CFI,FR0000037475,CFI,Euronext Paris,EUR,1.76,2025-08-22,1.76,379.0,667.04,CFI,SMART,1.76,CLOSE_TICKER,,,,,1.76,2025-08-28T21:16:58.161653,OK,ISIN:FR0000037475->CFI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CHAUSSERIA,FR0000060907,CHSR,Euronext Paris,EUR,7.0,2025-08-22,7,2.0,14.0,CHSR1,SMART,7.0,CLOSE_TICKER,,,,,7.0,2025-08-28T21:16:59.273863,OK,ISIN:FR0000060907->CHSR1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CHRISTIAN DIOR,FR0000130403,CDI,Euronext Paris,EUR,473.0,2025-08-22,473,1444.0,680896.2,CDI,SMART,482.0,CLOSE_TICKER,,,,,482.0,2025-08-28T21:17:00.399930,OK,ISIN:FR0000130403->CDI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CIECHARGEURSINVEST,FR0000130692,CRI,Euronext Paris,EUR,11.18,2025-08-22,11.18,1074.0,12021.86,CRI,SMART,10.7,CLOSE_TICKER,,,,,10.7,2025-08-28T21:17:01.414737,OK,ISIN:FR0000130692->CRI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CLARANOVA,FR0013426004,CLA,Euronext Paris,EUR,1.874,2025-08-22,1.874,79418.0,148433.896,CLA,SMART,1.782,CLOSE_TICKER,,,,,1.782,2025-08-28T21:17:02.529481,OK,ISIN:FR0013426004->CLA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CLARIANE,FR0010386334,CLARI,Euronext Paris,EUR,4.852,2025-08-22,4.852,510837.0,2452303.561,CLARI,SMART,4.406,CLOSE_TICKER,,,,,4.406,2025-08-28T21:17:03.659868,OK,ISIN:FR0010386334->CLARI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COFACE,FR0010667147,COFA,Euronext Paris,EUR,16.78,2025-08-22,16.78,83352.0,1400821.41,COFA,SMART,16.11,CLOSE_TICKER,,,,,16.11,2025-08-28T21:17:04.774994,OK,ISIN:FR0010667147->COFA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COHERIS,FR0004031763,COH,Euronext Paris,EUR,8.36,2025-08-22,8.36,100.0,836.0,COH1,SMART,8.5,CLOSE_TICKER,,,,,8.5,2025-08-28T21:17:05.892190,OK,ISIN:FR0004031763->COH1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COMPAGNIE ODET,FR0000062234,ODET,Euronext Paris,EUR,1460.0,2025-08-22,1460,142.0,207571.0,ODET,SMART,1480.0,CLOSE_TICKER,,,,,1480.0,2025-08-28T21:17:07.008541,OK,ISIN:FR0000062234->ODET@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COTY,US2220702037,COTY,Euronext Paris,EUR,3.3615,2025-08-22,3.3615,12872.0,42849.972,CO3A,SMART,3.561,CLOSE_TICKER,,,,,3.561,2025-08-28T21:17:08.125280,OK,ISIN:US2220702037->CO3A@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COURTOIS,FR0000065393,COUR,Euronext Paris,EUR,121.0,2025-08-22,121,1.0,121.0,COUR,SMART,121.0,CLOSE_TICKER,,,,,121.0,2025-08-28T21:17:09.255667,OK,ISIN:FR0000065393->COUR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COVIVIO,FR0000064578,COV,Euronext Paris,EUR,59.3,2025-08-22,59.3,78240.0,4629868.75,COV,SMART,56.3,CLOSE_TICKER,,,,,56.3,2025-08-28T21:17:10.371998,OK,ISIN:FR0000064578->COV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
COVIVIO HOTELS,FR0000060303,COVH,Euronext Paris,EUR,23.6,2025-08-22,23.6,167.0,3926.8,COVH,SMART,23.0,CLOSE_TICKER,,,,,23.0,2025-08-28T21:17:11.487395,OK,ISIN:FR0000060303->COVH@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM ALP.PROV.CCI,FR0000044323,CRAP,Euronext Paris,EUR,153.0,2025-08-22,153,1296.0,195959.1,CRAP,SMART,139.0,CLOSE_TICKER,,,,,139.0,2025-08-28T21:17:12.603595,OK,ISIN:FR0000044323->CRAP@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM ATL.VEND.CCI,FR0000185506,CRAV,Euronext Paris,EUR,148.0,2025-08-22,148,1007.0,147212.7,CRAV,SMART,140.38,CLOSE_TICKER,,,,,140.38,2025-08-28T21:17:13.718827,OK,ISIN:FR0000185506->CRAV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM BRIE PIC2CCI,FR0010483768,CRBP2,Euronext Paris,EUR,26.945,2025-08-22,26.945,13112.0,354115.39,CRBP2,SMART,26.1,CLOSE_TICKER,,,,,26.1,2025-08-28T21:17:14.843789,OK,ISIN:FR0010483768->CRBP2@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM ILLE-VIL.CCI,FR0000045213,CIV,Euronext Paris,EUR,112.0,2025-08-22,112,1252.0,134379.72,CIV,SMART,112.0,CLOSE_TICKER,,,,,112.0,2025-08-28T21:17:15.953082,OK,ISIN:FR0000045213->CIV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM LANGUED CCI,FR0010461053,CRLA,Euronext Paris,EUR,86.35,2025-08-22,86.35,1515.0,131251.8,CRLA,SMART,85.0,CLOSE_TICKER,,,,,85.0,2025-08-28T21:17:17.070377,OK,ISIN:FR0010461053->CRLA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM LOIRE HTE L.,FR0000045239,CRLO,Euronext Paris,EUR,103.5,2025-08-22,103.5,512.0,52970.5,CRLO,SMART,101.0,CLOSE_TICKER,,,,,101.0,2025-08-28T21:17:18.187934,OK,ISIN:FR0000045239->CRLO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM MORBIHAN CCI,FR0000045551,CMO,Euronext Paris,EUR,107.48,2025-08-22,107.48,1148.0,121006.78,CMO,SMART,107.0,CLOSE_TICKER,,,,,107.0,2025-08-28T21:17:19.302898,OK,ISIN:FR0000045551->CMO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM NORD CCI,FR0000185514,CNDF,Euronext Paris,EUR,24.095,2025-08-22,24.095,35321.0,841128.08,CNDF,SMART,23.175,CLOSE_TICKER,,,,,23.175,2025-08-28T21:17:20.419548,OK,ISIN:FR0000185514->CNDF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM NORM.SEINE,FR0000044364,CCN,Euronext Paris,EUR,134.5,2025-08-22,134.5,561.0,75330.18,CCN,SMART,128.2,CLOSE_TICKER,,,,,128.2,2025-08-28T21:17:21.549977,OK,ISIN:FR0000044364->CCN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM PARIS ET IDF,FR0000045528,CAF,Euronext Paris,EUR,93.92,2025-08-22,93.92,2513.0,237065.24,CAF1,SMART,97.0,CLOSE_TICKER,,,,,97.0,2025-08-28T21:17:22.661215,OK,ISIN:FR0000045528->CAF1@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM SUD R.A.CCI,FR0000045346,CRSU,Euronext Paris,EUR,213.0,2025-08-22,213,354.0,74169.55,CRSU,SMART,220.0,CLOSE_TICKER,,,,,220.0,2025-08-28T21:17:23.775091,OK,ISIN:FR0000045346->CRSU@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CRCAM TOURAINE CCI,FR0000045304,CRTO,Euronext Paris,EUR,134.4,2025-08-22,134.4,546.0,72209.78,CRTO,SMART,123.0,CLOSE_TICKER,,,,,123.0,2025-08-28T21:17:24.791355,OK,ISIN:FR0000045304->CRTO@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CREDIT AGRICOLE,FR0000045072,ACA,Euronext Paris,EUR,17.055,2025-08-22,17.055,2455825.0,41822092.8,ACA,SMART,15.56,CLOSE_TICKER,,,,,15.56,2025-08-28T21:17:25.906442,OK,ISIN:FR0000045072->ACA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
CROSSWOOD,FR0000050395,CROS,Euronext Paris,EUR,10.7,2025-08-22,10.7,20.0,214.0,CROS,SMART,10.7,CLOSE_TICKER,,,,,10.7,2025-08-28T21:17:27.176506,OK,ISIN:FR0000050395->CROS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DANONE,FR0000120644,BN,Euronext Paris,EUR,73.24,2025-08-22,73.24,569388.0,41782550.46,BN,SMART,71.72,CLOSE_TICKER,,,,,71.72,2025-08-28T21:17:28.412961,OK,ISIN:FR0000120644->BN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DASSAULT AVIATION,FR0014004L86,AM,Euronext Paris,EUR,273.6,2025-08-22,273.6,33924.0,9296646.0,AM,SMART,272.4,CLOSE_TICKER,,,,,272.4,2025-08-28T21:17:29.732124,OK,ISIN:FR0014004L86->AM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DASSAULT SYSTEMES,FR0014003TT8,DSY,Euronext Paris,EUR,27.13,2025-08-22,27.13,945073.0,25608945.64,DSY,SMART,26.84,CLOSE_TICKER,,,,,26.84,2025-08-28T21:17:31.102539,OK,ISIN:FR0014003TT8->DSY@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DBV TECHNOLOGIES,FR0010417345,DBV,Euronext Paris,EUR,1.712,2025-08-22,1.712,390320.0,678210.656,DBV,SMART,1.582,CLOSE_TICKER,,,,,1.582,2025-08-28T21:17:32.454457,OK,ISIN:FR0010417345->DBV@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DEEZER,FR001400AYG6,DEEZR,Euronext Paris,EUR,1.19,2025-08-22,1.19,6762.0,8063.17,DEEZR,SMART,1.185,CLOSE_TICKER,,,,,1.185,2025-08-28T21:17:33.713569,OK,ISIN:FR001400AYG6->DEEZR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DEEZER WARRANTS,FR0014004JF6,DEEZW,Euronext Paris,EUR,0.0005,2025-08-22,0.0005,2.0,,,,,,,,,,,,CONTRACT_NOT_FOUND,NOT_FOUND,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DEKUPLE,FR0000062978,DKUPL,Euronext Paris,EUR,28.6,2025-08-22,28.6,45.0,1287.4,DKUPL,SMART,28.2,CLOSE_TICKER,,,,,28.2,2025-08-28T21:17:35.762028,OK,ISIN:FR0000062978->DKUPL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DERICHEBOURG,FR0000053381,DBG,Euronext Paris,EUR,6.225,2025-08-22,6.225,105978.0,656442.035,DBG,SMART,5.92,CLOSE_TICKER,,,,,5.92,2025-08-28T21:17:37.018243,OK,ISIN:FR0000053381->DBG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
DOCK.PETR.AMBES AM,FR0000065260,DPAM,Euronext Paris,EUR,975.0,2025-08-22,975,7.0,6825.0,DPAM,SMART,935.0,CLOSE_TICKER,,,,,935.0,2025-08-28T21:17:38.338984,OK,ISIN:FR0000065260->DPAM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EAGLEFOOTBALLGROUP,FR0010428771,EFG,Euronext Paris,EUR,1.9,2025-08-22,1.9,676.0,1281.18,EFG,SMART,1.9,CLOSE_TICKER,,,,,1.9,2025-08-28T21:17:39.655013,OK,ISIN:FR0010428771->EFG@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EDENRED,FR0010908533,EDEN,Euronext Paris,EUR,26.73,2025-08-22,26.73,310526.0,8275983.915,EDEN,SMART,24.9,CLOSE_TICKER,,,,,24.9,2025-08-28T21:17:40.877765,OK,ISIN:FR0010908533->EDEN@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EIFFAGE,FR0000130452,FGR,Euronext Paris,EUR,125.9,2025-08-22,125.9,99677.0,12541144.2,FGR,SMART,109.75,CLOSE_TICKER,,,,,109.75,2025-08-28T21:17:42.232216,OK,ISIN:FR0000130452->FGR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EKINOPS,FR0011466069,EKI,Euronext Paris,EUR,3.47,2025-08-22,3.47,56569.0,190479.32,EKI,SMART,3.21,CLOSE_TICKER,,,,,3.21,2025-08-28T21:17:43.508376,OK,ISIN:FR0011466069->EKI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ELEC.STRASBOURG,FR0000031023,ELEC,Euronext Paris,EUR,162.5,2025-08-22,162.5,848.0,138769.0,ELEC,SMART,154.5,CLOSE_TICKER,,,,,154.5,2025-08-28T21:17:44.778878,OK,ISIN:FR0000031023->ELEC@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ELECT. MADAGASCAR,FR0000035719,EEM,Euronext Paris,EUR,3.02,2025-08-22,3.02,689.0,2080.78,EEM,SMART,3.4,CLOSE_TICKER,,,,,3.4,2025-08-28T21:17:46.003766,OK,ISIN:FR0000035719->EEM@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ELIOR GROUP,FR0011950732,ELIOR,Euronext Paris,EUR,2.722,2025-08-22,2.722,412019.0,1115708.732,ELIOR,SMART,2.532,CLOSE_TICKER,,,,,2.532,2025-08-28T21:17:47.308871,OK,ISIN:FR0011950732->ELIOR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ELIS,FR0012435121,ELIS,Euronext Paris,EUR,25.52,2025-08-22,25.52,133214.0,3394611.48,ELIS,SMART,23.48,CLOSE_TICKER,,,,,23.48,2025-08-28T21:17:48.656832,OK,ISIN:FR0012435121->ELIS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EMEIS,FR001400NLM4,EMEIS,Euronext Paris,EUR,14.97,2025-08-22,14.97,510881.0,7645900.22,EMEIS,SMART,12.77,CLOSE_TICKER,,,,,12.77,2025-08-28T21:17:49.964817,OK,ISIN:FR001400NLM4->EMEIS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ENGIE,FR0010208488,ENGI,"Euronext Paris, Brussels",EUR,18.77,2025-08-22,18.77,2816030.0,52951135.975,ENGI,SMART,17.86,CLOSE_TICKER,,,,,17.86,2025-08-28T21:17:51.382172,OK,ISIN:FR0010208488->ENGI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EQUASENS,FR0012882389,EQS,Euronext Paris,EUR,49.25,2025-08-22,49.25,4481.0,219541.05,EQS,SMART,46.35,CLOSE_TICKER,,,,,46.35,2025-08-28T21:17:52.594986,OK,ISIN:FR0012882389->EQS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ERAMET,FR0000131757,ERA,Euronext Paris,EUR,52.05,2025-08-22,52.05,16091.0,833873.3,ERA,SMART,50.5,CLOSE_TICKER,,,,,50.5,2025-08-28T21:17:53.967051,OK,ISIN:FR0000131757->ERA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ESSILORLUXOTTICA,FR0000121667,EL,Euronext Paris,EUR,272.0,2025-08-22,272,255738.0,69537812.9,EL,SMART,266.5,CLOSE_TICKER,,,,,266.5,2025-08-28T21:17:55.373929,OK,ISIN:FR0000121667->EL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
ESSO,FR0000120669,ES,Euronext Paris,EUR,98.55,2025-08-22,98.55,4902.0,481892.55,ES,SMART,98.0,CLOSE_TICKER,,,,,98.0,2025-08-28T21:17:56.684753,OK,ISIN:FR0000120669->ES@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EURASIA FONC INV,FR0000061475,EFI,Euronext Paris,EUR,0.192,2025-08-22,0.192,32.0,6.14,EFI,SMART,0.192,CLOSE_TICKER,,,,,0.192,2025-08-28T21:17:57.990811,OK,ISIN:FR0000061475->EFI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EURAZEO,FR0000121121,RF,Euronext Paris,EUR,57.35,2025-08-22,57.35,148366.0,8468754.775,RF,SMART,55.1,CLOSE_TICKER,,,,,55.1,2025-08-28T21:17:59.348637,OK,ISIN:FR0000121121->RF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EUROAPI,FR0014008VX5,EAPI,Euronext Paris,EUR,3.3,2025-08-22,3.3,280908.0,927491.762,EAPI,SMART,3.08,CLOSE_TICKER,,,,,3.08,2025-08-28T21:18:00.757444,OK,ISIN:FR0014008VX5->EAPI@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EUROFINS SCIENT.,FR0014000MR3,ERF,Euronext Paris,EUR,68.36,2025-08-22,68.36,122126.0,8339347.69,ERF,SMART,65.16,CLOSE_TICKER,,,,,65.16,2025-08-28T21:18:02.063355,OK,ISIN:FR0014000MR3->ERF@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EURONEXT,NL0006294274,ENX,"Euronext Paris, Amsterdam, Brussels",EUR,143.0,2025-08-22,143,114122.0,16349837.6,ENX,SMART,142.6,CLOSE_TICKER,,,,,142.6,2025-08-28T21:18:03.424198,OK,ISIN:NL0006294274->ENX@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EUTELSAT COMMUNIC.,FR0010221234,ETL,Euronext Paris,EUR,3.255,2025-08-22,3.255,1076679.0,3447464.32,ETL,SMART,3.12,CLOSE_TICKER,,,,,3.12,2025-08-28T21:18:04.755403,OK,ISIN:FR0010221234->ETL@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EVERGREEN,FR0000035784,EGR,Euronext Paris,EUR,0.33,2025-08-22,0.33,17001.0,5762.1,EGR,SMART,0.33,CLOSE_TICKER,,,,,0.33,2025-08-28T21:18:06.025467,OK,ISIN:FR0000035784->EGR@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EXAIL TECHNOLOGIES,FR0000062671,EXA,Euronext Paris,EUR,115.4,2025-08-22,115.4,40065.0,4567286.8,EXA,SMART,108.4,CLOSE_TICKER,,,,,108.4,2025-08-28T21:18:07.340757,OK,ISIN:FR0000062671->EXA@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EXEL INDUSTRIES,FR0004527638,EXE,Euronext Paris,EUR,37.8,2025-08-22,37.8,594.0,22454.7,EXE,SMART,39.8,CLOSE_TICKER,,,,,39.8,2025-08-28T21:18:08.664663,OK,ISIN:FR0004527638->EXE@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
EXOSENS,FR001400Q9V2,EXENS,Euronext Paris,EUR,40.1,2025-08-22,40.1,51924.0,2076435.25,EXENS,SMART,39.35,CLOSE_TICKER,,,,,39.35,2025-08-28T21:18:09.945634,OK,ISIN:FR001400Q9V2->EXENS@SMART,"POST_MARKET (fermeture à 17h30, il est 21:15)"
